Uid	Term	Term_Score
131	all	100
131	storage	23.09132
132	all	100
132	128gb	19.22046
132	card	22.99905
132	2mb	18.56205
133	all	100
134	all	100
134	worked fine	46.10498
134	phone	10.30403
135	all	100
135	reliable	15.22558
136	all	100
136	working	15.44628
137	all	100
138	all	100
138	working	15.44628
139	all	100
140	all	100
140	working	15.44628
140	dashcam	18.00723
141	all	100
141	working fine	43.10938
142	all	100
142	sandisk	22.48524
142	wrong	8.901713
142	go	6.690037
143	all	100
143	months	16.53158
144	all	100
145	all	100
145	sandisk	22.48524
145	always	10.76424
145	years	7.193328
145	using	6.019728
146	all	100
146	months	16.53158
147	all	100
148	all	100
148	working	15.44628
149	all	100
150	all	100
151	all	100
151	card	15.94645
152	all	100
152	card	15.94645
153	all	100
153	working fine	43.10938
153	months	16.53158
154	all	100
154	months	16.53158
155	all	100
156	all	100
156	products	8.483743
156	sandisk	22.48524
156	years	7.193328
156	using	6.019728
157	all	100
158	all	100
158	working	15.44628
159	all	100
159	working	15.44628
160	all	100
161	all	100
161	dashcam	18.00723
162	all	100
162	months	16.53158
163	all	100
163	sandisk	21.15732
164	all	100
164	working	15.44628
165	all	100
165	working fine	43.10938
166	all	100
166	months	16.53158
166	card	15.94645
167	all	100
167	worked fine	46.10498
167	card	15.94645
168	all	100
168	months	16.53158
169	all	100
169	errors	17.65568
170	all	100
171	all	100
172	all	100
172	card	15.94645
173	all	100
173	months	16.53158
174	all	100
175	all	100
175	faulty	15.05857
175	card	15.94645
176	all	100
176	stopped working	50.47903
176	months	16.53158
177	all	100
177	stopped working	50.47903
177	months	16.53158
177	card	15.94645
178	all	100
178	stopped working	50.47903
178	dashcam	18.00723
179	all	100
179	worked fine	46.10498
179	errors	17.65568
179	error	13.15242
179	card	15.94645
180	all	100
180	stopped working	50.47903
181	all	100
181	months	16.53158
182	all	100
182	devices	10.18253
182	used	9.675501
183	all	100
183	corrupt	15.7279
183	seller	15.22994
184	all	100
184	months	16.53158
184	got	6.158969
185	all	100
185	error	13.15242
186	all	100
186	card	15.94645
187	all	100
188	all	100
188	months	16.53158
189	all	100
189	formate	20.42216
189	card	15.94645
190	all	100
190	card	15.94645
191	all	100
192	all	100
192	working	15.44628
193	all	100
193	price	13.6466
193	good	8.891516
194	all	100
194	price	13.6466
194	brand	12.6406
194	good	8.891516
195	all	100
195	worth	9.347948
195	cost	10.48721
196	all	100
196	price	13.6466
197	all	100
197	price	13.6466
197	good	8.891516
198	all	100
198	price	13.6466
198	good	8.891516
199	all	100
199	packaging	9.662977
199	product	9.058419
199	value	13.03992
199	price	13.6466
199	good	8.891516
200	all	100
200	price	13.6466
201	all	100
201	product	9.058419
201	price	13.6466
202	all	100
202	price	13.6466
202	good	8.891516
203	all	100
203	reasonable	10.2149
203	sandisk	18.4742
203	price	13.6466
204	all	100
204	value	13.03992
204	price	13.6466
204	good	8.891516
205	all	100
205	price	13.6466
205	good	8.891516
206	all	100
206	price	13.6466
207	all	100
207	product	9.058419
207	price	13.6466
208	all	100
209	all	100
209	price	13.6466
210	all	100
210	value	13.03992
210	money	8.760421
211	all	100
211	price	13.6466
212	all	100
212	price	13.6466
213	all	100
213	reasonable	10.2149
213	price	13.6466
214	all	100
214	product	9.058419
214	price	13.6466
214	good	8.891516
215	all	100
215	sandisk	11.20424
215	price	13.6466
215	good	8.891516
216	all	100
216	price	13.6466
217	all	100
217	product	9.058419
217	price	13.6466
218	all	100
218	price	13.6466
218	good	8.891516
219	all	100
219	value	13.03992
220	all	100
220	price	13.6466
220	good	8.891516
221	all	100
221	product	9.058419
221	worth	9.347948
221	good	8.891516
222	all	100
222	worth	9.347948
222	value	13.03992
223	all	100
223	price	13.6466
223	fair	11.13257
224	all	100
224	price	13.6466
225	all	100
225	price	13.6466
225	good	8.891516
226	all	100
226	money	8.760421
226	cost	10.48721
227	all	100
227	cost	10.48721
228	all	100
228	product	9.058419
228	price	13.6466
229	all	100
229	price	13.6466
230	all	100
230	product	9.058419
230	price	13.6466
231	all	100
231	fair	11.13257
232	all	100
232	product	9.058419
232	price	13.6466
233	all	100
233	price	13.6466
234	all	100
234	price	13.6466
235	all	100
236	all	100
236	money	8.760421
237	all	100
237	reliable	15.22558
237	fast	16.35991
238	all	100
238	fast	16.35991
239	all	100
239	great price	52.80638
239	gb	26.5489
240	all	100
240	speed	18.02526
240	fast	16.35991
241	all	100
241	reasonable	10.2149
241	sandisk	18.4742
241	price	13.6466
242	all	100
242	reliable	15.22558
243	all	100
243	job	14.24233
244	all	100
244	fast	16.35991
245	all	100
245	transfer	12.97813
245	speeds	17.30466
246	all	100
246	fast	16.35991
246	card	14.01032
247	all	100
247	fast	16.35991
247	card	14.01032
248	all	100
249	all	100
249	speeds	17.30466
249	fast	16.35991
250	all	100
250	reliable	15.22558
250	fast	16.35991
251	all	100
251	reliable	15.22558
251	card	14.01032
252	all	100
252	speeds	17.30466
252	card	14.01032
253	all	100
253	speed	18.02526
254	all	100
254	fast	16.35991
254	card	14.01032
255	all	100
255	fast	16.35991
256	all	100
256	speeds	17.30466
257	all	100
257	job	14.24233
258	all	100
258	plugged	10.67689
258	fast	16.35991
259	all	100
259	speeds	17.30466
259	fast	16.35991
260	all	100
260	fast	16.35991
260	card	14.01032
261	all	100
261	fast	16.35991
262	all	100
262	job	14.24233
263	all	100
263	speed	18.02526
264	all	100
264	job	14.24233
265	all	100
265	photos	8.695662
265	fast	16.35991
266	all	100
266	speeds	17.30466
266	fast	16.35991
267	all	100
267	speed	18.02526
267	fast	16.35991
267	card	14.01032
268	all	100
268	job	14.24233
269	all	100
269	speed	18.02526
269	mb	11.82458
269	15	11.52781
270	all	100
270	speed	18.02526
271	all	100
271	speed	18.02526
271	mb	11.82458
272	all	100
272	speed	18.02526
272	card	14.01032
272	32	11.46976
272	15	11.52781
273	all	100
273	card	14.01032
274	all	100
274	worked fine	46.10498
274	phone	10.30403
275	all	100
275	smart	9.818717
275	phone	10.30403
276	all	100
276	plugged	10.67689
276	phone	10.30403
276	cell	10.09286
277	all	100
277	phone	10.30403
278	all	100
278	phone	10.30403
279	all	100
279	phone	10.30403
280	all	100
280	android	13.19485
280	phone	10.30403
280	card	12.23356
281	all	100
281	plugged	10.67689
281	fast	16.35991
282	all	100
282	recognized	14.7643
283	all	100
283	surface	9.975421
284	all	100
284	storage	23.09132
285	all	100
285	used	9.675501
286	all	100
286	phone	10.30403
286	card	12.23356
287	all	100
288	all	100
288	phone	10.30403
288	used	9.675501
288	cell	10.09286
289	all	100
289	mac	9.634616
290	all	100
290	easy to install	64.22018
290	smart	9.818717
290	phone	10.30403
290	used	9.675501
291	all	100
291	recognized	14.7643
291	card	12.23356
292	all	100
292	worked fine	46.10498
292	card	15.94645
293	all	100
293	devices	10.18253
293	used	9.675501
294	all	100
295	all	100
295	recognized	14.7643
296	all	100
296	mac	9.634616
297	all	100
297	card	12.23356
298	all	100
298	devices	10.18253
298	used	9.675501
299	all	100
299	phone	10.30403
299	card	12.23356
300	all	100
300	devices	10.18253
301	all	100
301	delivery	14.60873
301	fast	10.68394
302	all	100
302	delivered	14.76702
303	all	100
303	described	8.773522
303	delivery	14.60873
303	fast	10.68394
304	all	100
304	advertised	10.41509
304	arrived	10.23115
305	all	100
305	delivery	14.60873
306	all	100
306	delivered	14.76702
306	time	7.482212
307	all	100
307	arrived	10.23115
308	all	100
308	advertised	10.41509
308	shipping	11.97271
308	product	7.90965
308	thank	8.953815
308	fast	10.68394
309	all	100
310	all	100
310	advertised	10.41509
310	delivered	14.76702
311	all	100
311	delivery	14.60873
311	fast	10.68394
312	all	100
313	all	100
313	delivery	14.60873
314	all	100
314	described	8.773522
314	received	7.87984
314	products	8.483743
315	all	100
315	delivered	14.76702
315	fast	10.68394
316	all	100
316	expected	7.461224
317	all	100
317	time	7.482212
318	all	100
318	arrived	10.23115
318	time	7.482212
319	all	100
319	shipping	11.97271
320	all	100
320	expected	7.461224
321	all	100
321	shipping	11.97271
321	products	8.483743
322	all	100
322	advertised	10.41509
322	shipping	11.97271
322	product	7.90965
322	thank	8.953815
322	fast	10.68394
323	all	100
324	all	100
324	shipping	11.97271
324	product	7.90965
324	seller	15.22994
324	amazon	11.65388
325	all	100
325	seller	15.22994
326	all	100
326	described	8.773522
326	amazon	11.65388
327	all	100
327	received	7.87984
328	all	100
328	described	8.773522
328	received	7.87984
328	products	8.483743
329	all	100
329	amazon	11.65388
329	thank	8.953815
330	all	100
330	time	7.482212
331	all	100
331	sale	13.90969
332	all	100
332	shipping	11.97271
333	all	100
333	product	7.90965
334	all	100
334	product	7.90965
334	sale	13.90969
335	all	100
335	amazon	11.65388
336	all	100
336	contact	10.69283
336	seller	15.22994
336	amazon	11.65388
337	all	100
337	corrupt	15.7279
337	seller	15.22994
338	all	100
338	product	7.90965
338	seller	15.22994
338	return	10.19886
339	all	100
339	easy to install	64.22018
339	far	6.518867
340	all	100
340	install	15.79564
340	easy	11.46174
341	all	100
341	install	15.79564
342	all	100
342	easy to install	64.22018
342	easy to use	52.64751
343	all	100
343	easy to install	64.22018
343	use	6.886456
344	all	100
344	easy to install	64.22018
345	all	100
345	easy to install	64.22018
346	all	100
346	easy to install	64.22018
346	works	5.683147
347	all	100
347	software	10.32513
347	easy	11.46174
347	set	6.287624
348	all	100
348	install	15.79564
348	easy	11.46174
349	all	100
349	easy to install	64.22018
349	far	6.518867
350	all	100
350	installation	9.069489
351	all	100
351	easy to install	64.22018
351	set	6.287624
352	all	100
352	easy	11.46174
352	use	6.886456
353	all	100
353	easy to install	64.22018
353	works	5.683147
353	well	4.694401
354	all	100
354	easy to install	64.22018
354	smart	9.818717
354	phone	10.30403
354	used	9.675501
355	all	100
355	installation	9.069489
356	all	100
356	works	7.066489
356	dash	20.25459
356	cam	17.24733
357	all	100
357	works	7.066489
358	all	100
358	working	6.932328
358	dash	20.25459
358	cam	17.24733
359	all	100
359	dash	20.25459
359	cams	13.25335
360	all	100
360	works	7.066489
360	dash	20.25459
360	cam	17.24733
361	all	100
361	dash	20.25459
361	cam	17.24733
362	all	100
362	galaxy	9.570497
362	works	7.066489
362	s7	12.52723
363	all	100
363	galaxy	9.570497
363	fit	6.589425
363	s7	12.52723
364	all	100
364	card	7.419416
365	all	100
365	expected	7.461224
365	works	7.066489
365	dash	20.25459
366	all	100
366	working	6.932328
366	dash	20.25459
366	cam	17.24733
367	all	100
367	helmet	14.78043
368	all	100
368	dash	20.25459
368	cam	17.24733
369	all	100
370	all	100
370	helmet	14.78043
371	all	100
371	dash	20.25459
371	cams	13.25335
372	all	100
372	install	15.79564
372	easy	11.46174
373	all	100
373	easy to use	52.64751
373	works	5.683147
373	well	4.694401
374	all	100
374	install	15.79564
375	all	100
375	easy to install	64.22018
375	easy to use	52.64751
376	all	100
376	easy to install	64.22018
376	use	6.886456
377	all	100
377	easy to install	64.22018
378	all	100
378	easy to install	64.22018
379	all	100
379	easy to install	64.22018
379	works	5.683147
380	all	100
380	software	10.32513
380	easy	11.46174
380	set	6.287624
381	all	100
381	easy	11.46174
382	all	100
382	easy to install	64.22018
382	set	6.287624
383	all	100
383	easy	11.46174
383	use	6.886456
384	all	100
385	all	100
385	easy to install	64.22018
385	works	5.683147
385	well	4.694401
386	all	100
386	easy to install	64.22018
386	smart	9.818717
386	phone	10.30403
386	used	9.675501
387	all	100
387	easy to use	52.64751
388	all	100
388	camera	11.12078
388	fast	6.932328
389	all	100
389	cameras	8.390944
390	all	100
390	pictures	8.175046
390	cameras	8.390944
391	all	100
391	camera	11.12078
391	dash	10.72618
392	all	100
392	camera	11.12078
393	all	100
394	all	100
394	security	9.798069
394	camera	11.12078
395	all	100
395	security	9.798069
395	camera	11.12078
396	all	100
396	photos	8.695662
396	fast	16.35991
397	all	100
397	photography	10.84499
398	all	100
398	camera	11.12078
398	dash	10.72618
399	all	100
399	photography	10.84499
400	all	100
400	pictures	8.175046
400	card	7.419416
401	all	100
401	camera	11.12078
402	all	100
402	camera	11.12078
402	card	7.419416
402	put	8.521296
403	all	100
403	camera	11.12078
403	put	8.521296
404	all	100
404	software	10.32513
404	easy	11.46174
404	set	6.287624
405	all	100
405	apps	9.534471
406	all	100
406	android	13.19485
407	all	100
407	android	13.19485
407	phone	10.30403
407	card	12.23356
408	all	100
409	all	100
409	software	10.32513
410	all	100
410	errors	15.52718
410	ran	10.96647
411	all	100
411	os	11.23118
412	all	100
413	all	100
413	os	11.23118
414	all	100
415	all	100
415	wish	8.267303
415	card	10.45681
415	apps	9.534471
416	all	100
416	worked fine	46.10498
416	errors	17.65568
416	error	13.15242
416	card	15.94645
417	all	100
417	error	13.15242
418	all	100
418	micro sd	43.22889
418	error	13.15242
419	all	100
419	advertised	14.62009
420	all	100
420	advertised	14.62009
421	all	100
421	described	14.46629
421	exactly	7.692467
422	all	100
422	described	14.46629
422	authentic	14.03456
422	exactly	7.692467
423	all	100
423	described	14.46629
423	product	4.797047
424	all	100
424	works as advertised	47.94984
425	all	100
425	works	7.977673
426	all	100
426	advertised	14.62009
426	works	7.977673
427	all	100
427	described	14.46629
428	all	100
428	described	14.46629
428	product	4.797047
429	all	100
429	works as advertised	47.94984
430	all	100
430	described	14.46629
430	works	7.977673
431	all	100
431	picture	9.786751
432	all	100
432	picture	9.786751
433	all	100
433	storage	23.09132
433	works	4.585127
434	all	100
434	space	14.55885
435	all	100
435	storage space	40.70071
436	all	100
436	works	4.585127
436	space	14.55885
437	all	100
438	all	100
438	space	14.55885
438	size	7.398118
439	all	100
440	all	100
440	storage	15.00648
441	all	100
441	space	14.55885
442	all	100
443	all	100
443	storage space	40.70071
444	all	100
444	storage	23.09132
445	all	100
445	storage	23.09132
445	200gb	18.56205
445	size	7.398118
446	all	100
446	switch	13.19773
446	games	18.53783
446	load	13.22675
447	all	100
447	enough	6.932328
447	space	10.94413
447	games	18.53783
448	all	100
448	switch	13.19773
448	got	6.158969
449	all	100
449	nintendo switch	45.74909
449	space	10.94413
449	games	18.53783
450	all	100
450	games	18.53783
450	load	13.22675
451	all	100
451	games	18.53783
451	card	9.196175
452	all	100
452	nintendo switch	45.74909
452	games	18.53783
452	got	6.158969
453	all	100
453	space	10.94413
453	games	18.53783
454	all	100
454	nintendo switch	45.74909
454	games	18.53783
455	all	100
455	raspberry	13.34144
455	games	18.53783
456	all	100
456	raspberry	13.34144
456	card	9.196175
457	all	100
457	switch	13.19773
457	games	18.53783
457	load	13.22675
457	card	9.196175
458	all	100
458	genuine	12.61703
459	all	100
459	described	14.46629
459	authentic	14.03456
459	exactly	7.692467
460	all	100
460	genuine	12.61703
461	all	100
462	all	100
462	knockoff	15.35009
463	all	100
463	authentic	14.03456
464	all	100
464	knockoff	15.35009
464	fake	17.83023
465	all	100
465	fake	17.83023
465	card	7.419416
466	all	100
466	fake	17.83023
466	card	7.419416
467	all	100
467	fake	17.83023
467	one	4.207313
468	all	100
468	enough	6.932328
468	space	10.94413
468	games	18.53783
469	all	100
469	software	10.32513
469	easy	11.46174
469	set	6.287624
470	all	100
471	all	100
471	apps	9.534471
472	all	100
472	storage	9.101137
472	movies	9.712861
472	enough	6.932328
472	wish	8.267303
472	move	9.069489
472	many	8.945712
473	all	100
473	software	10.32513
474	all	100
474	software	10.32513
474	storage	9.101137
474	movies	9.712861
474	games	9.503852
475	all	100
475	wish	8.267303
475	card	10.45681
475	apps	9.534471
476	all	100
476	durable	8.754391
476	card	9.196175
477	all	100
477	recommend	6.158969
477	plastic	7.958605
478	all	100
478	durable	8.754391
479	all	100
480	all	100
481	all	100
481	plastic	7.958605
481	card	9.196175
482	all	100
482	recommend	6.158969
483	all	100
483	picture	9.786751
484	all	100
484	video	9.273433
485	all	100
485	using	6.019728
485	want	6.722289
485	may	7.895889
486	all	100
486	picture	9.786751
487	all	100
487	picture	9.786751
488	all	100
488	video	9.273433
489	all	100
489	video	9.273433
490	all	100
490	video	9.273433
491	all	100
491	store	8.79244
491	music	7.093702
492	all	100
492	got	6.158969
493	all	100
493	months	16.53158
493	got	6.158969
494	all	100
494	return	10.19886
495	all	100
495	product	7.90965
495	seller	15.22994
495	return	10.19886
496	all	100
496	format	17.94049
496	card	17.04771
497	all	100
497	format	17.94049
498	all	100
498	format	17.94049
499	all	100
500	all	100
500	remote	8.105928
500	camera	5.701327
501	all	100
502	all	100
502	disk	10.77646
503	all	100
503	card	7.419416
504	all	100
504	first	6.245816
504	clean	8.927964
505	all	100
505	clean	8.927964
505	card	7.419416
506	all	100
507	all	100
507	store	8.79244
507	music	7.093702
508	all	100
508	store	8.79244
508	music	7.093702
509	all	100
509	packaging	9.662977
509	product	9.058419
509	value	13.03992
509	price	13.6466
509	good	8.891516
510	all	100
510	packaging	9.662977
511	all	100
512	all	100
513	all	100
513	adapter	8.228377
514	all	100
514	plugged	10.67689
514	fast	16.35991
515	all	100
515	video	9.273433
516	all	100
517	all	100
518	all	100
518	fun	11.86973
519	all	100
519	easy to install	64.22018
519	use	6.886456
520	all	100
520	vacation	12.10453
521	all	100
521	camera	11.12078
521	dash	10.72618
