Uid	Term	Term_Score
121	all	100
121	battery	19.08386
121	life	20.09182
122	all	100
122	long time	55.91626
122	charge	16.00132
123	all	100
124	all	100
124	battery	19.08386
124	lasts	22.60803
125	all	100
125	charged	11.77211
126	all	100
126	battery	19.08386
126	weeks	17.07062
126	life	20.09182
127	all	100
127	charged	11.77211
128	all	100
128	battery	19.08386
128	books	16.98375
129	all	100
129	battery	19.08386
130	all	100
131	all	100
131	battery	19.08386
131	life	20.09182
132	all	100
132	battery	19.08386
133	all	100
133	reading	14.91823
133	battery	19.08386
133	lasts	22.60803
134	all	100
134	battery	19.08386
134	charge	16.00132
135	all	100
135	battery	19.08386
135	life	20.09182
136	all	100
136	battery	19.08386
136	weeks	17.07062
137	all	100
137	battery	19.08386
138	all	100
138	charge	16.00132
138	loses	13.4074
139	all	100
139	battery	19.08386
140	all	100
140	traveling	15.96335
141	all	100
141	purse	23.47017
142	all	100
142	size	15.57686
143	all	100
143	compact	15.7009
143	purse	23.47017
144	all	100
144	purse	23.47017
144	size	15.57686
144	room	7.745659
145	all	100
145	compact	15.7009
146	all	100
147	all	100
147	weight	18.62952
147	much	5.701327
147	hold	7.973928
147	book	18.47377
148	all	100
149	all	100
149	perfect size	45.42734
149	carry	18.38993
150	all	100
150	purse	23.47017
151	all	100
151	perfect size	45.42734
152	all	100
152	carry	18.38993
153	all	100
154	all	100
154	size	15.57686
154	font	18.73274
155	all	100
155	purse	23.47017
155	font	18.73274
156	all	100
157	all	100
157	easy to use	96.83205
158	all	100
158	travelling	20.33311
158	books	20.96665
159	all	100
160	all	100
161	all	100
161	easy to use	96.83205
161	compact	15.7009
162	all	100
162	travelling	20.33311
163	all	100
163	books	20.96665
164	all	100
164	compact	15.7009
164	purse	23.47017
165	all	100
166	all	100
166	easy to hold	70.13335
166	paperback	17.25295
166	read	18.5385
166	book	18.47377
167	all	100
167	small enough	54.06673
167	weight	18.62952
167	purse	23.47017
167	light	13.09054
167	carry	18.38993
168	all	100
169	all	100
169	traveling	15.96335
170	all	100
170	size	15.57686
171	all	100
171	compact	15.7009
172	all	100
172	travel	12.37584
173	all	100
173	size	15.57686
174	all	100
174	books	20.96665
175	all	100
175	size	15.57686
175	font	18.73274
176	all	100
176	size	15.57686
177	all	100
177	purse	23.47017
178	all	100
178	hundreds	12.69481
178	travel	12.37584
178	books	20.96665
179	all	100
179	travel	12.37584
180	all	100
180	small enough	54.06673
180	carry	18.38993
181	all	100
182	all	100
182	carry	18.38993
182	book	18.47377
183	all	100
183	small enough	54.06673
183	easy to use	96.83205
183	handbag	17.01065
184	all	100
184	perfect size	45.42734
185	all	100
185	compact	15.7009
185	purse	23.47017
185	carry	18.38993
186	all	100
187	all	100
187	size	15.57686
188	all	100
189	all	100
189	size	15.57686
190	all	100
190	paperback	17.25295
190	weight	18.62952
190	size	15.57686
190	book	18.47377
191	all	100
192	all	100
192	handbag	17.01065
193	all	100
194	all	100
194	purse	23.47017
195	all	100
195	carry	18.38993
196	all	100
196	books	20.96665
196	book	18.47377
197	all	100
197	carry	18.38993
197	books	20.96665
198	all	100
199	all	100
199	weight	18.62952
199	book	18.47377
200	all	100
200	book	18.47377
201	all	100
201	read	15.97223
201	hold	15.55362
202	all	100
202	carry	18.38993
203	all	100
203	easy	15.53358
204	all	100
204	easy to use	66.21017
205	all	100
205	easy to read	62.478
206	all	100
206	easy to read	62.478
207	all	100
207	easy to read	62.478
208	all	100
208	easy to use	66.21017
209	all	100
209	easy to use	66.21017
210	all	100
210	easy to use	66.21017
210	read	18.5385
211	all	100
211	easy to use	66.21017
211	super	13.12261
212	all	100
212	books	22.7553
213	all	100
213	super	13.12261
213	books	22.7553
213	easy	15.53358
214	all	100
214	easy to read	62.478
215	all	100
215	easy to use	66.21017
215	kindle	13.19187
216	all	100
216	easy	15.53358
217	all	100
217	font	21.30066
217	eyes	24.87552
217	easy	15.53358
218	all	100
218	easy to read	62.478
219	all	100
219	super	13.12261
219	books	22.7553
219	easy	15.53358
220	all	100
220	read	18.5385
221	all	100
221	books	22.7553
221	easy	15.53358
222	all	100
222	books	22.7553
222	easy	15.53358
223	all	100
223	super	13.12261
223	books	22.7553
223	easy	15.53358
224	all	100
224	eyes	14.98005
225	all	100
225	easy to read	62.478
226	all	100
226	easy	15.53358
227	all	100
227	easy to read	62.478
228	all	100
228	easy to read	62.478
229	all	100
229	easy to read	62.478
230	all	100
230	easy to use	66.21017
230	light	15.44628
231	all	100
231	easy to use	96.83205
232	all	100
232	easy to use	66.21017
232	read	18.5385
233	all	100
233	kindle	13.19187
233	books	22.7553
233	easy	15.53358
234	all	100
234	easy to use	66.21017
235	all	100
235	library	13.2172
235	easy	15.53358
236	all	100
236	easy to use	96.83205
236	compact	15.7009
237	all	100
237	navigate	15.82373
237	read	18.5385
237	easy	15.53358
238	all	100
238	easy	15.53358
239	all	100
239	easy	15.53358
240	all	100
240	easy to use	66.21017
241	all	100
241	easy to hold	70.13335
241	paperback	17.25295
241	read	18.5385
241	book	18.47377
242	all	100
242	download	19.48491
242	books	27.68858
242	easy	15.53358
243	all	100
243	super	13.12261
243	page	18.10022
243	easy	15.53358
244	all	100
244	easy to use	66.21017
244	page	18.10022
245	all	100
246	all	100
246	easy to use	115.2902
247	all	100
247	eyes	14.98005
247	easy	15.53358
248	all	100
248	easy to read	62.478
249	all	100
249	read	18.5385
249	easy	15.53358
250	all	100
250	font	18.73274
250	easy	15.53358
251	all	100
251	easy to hold	70.13335
251	reading	19.92331
252	all	100
252	easy to use	66.21017
253	all	100
254	all	100
254	easy	15.53358
255	all	100
255	easy to hold	70.13335
256	all	100
256	easy	15.53358
257	all	100
257	wifi	16.22647
257	want	6.722289
257	get	4.985369
258	all	100
258	kindle	13.19187
258	easy	15.53358
259	all	100
259	page	18.10022
260	all	100
260	page	18.10022
260	font	18.73274
261	all	100
261	navigate	15.82373
261	library	13.2172
261	easy	15.53358
262	all	100
262	functions	12.59983
263	all	100
263	page	18.10022
264	all	100
264	navigate	15.82373
264	books	22.7553
264	read	18.5385
265	all	100
266	all	100
266	kindle	29.78098
267	all	100
267	love my kindle	78.12841
268	all	100
268	love my kindle	78.12841
269	all	100
269	love my kindle	78.12841
270	all	100
270	love my kindle	78.12841
271	all	100
271	love my kindle	78.12841
272	all	100
272	love my kindle	78.12841
273	all	100
273	love my kindle	78.12841
273	reading	17.60525
274	all	100
274	kindle	29.78098
274	love	12.18216
275	all	100
275	tablet	14.53652
275	eyes	14.98005
276	all	100
276	kindle	29.78098
277	all	100
277	love my kindle	78.12841
278	all	100
278	tablet	14.53652
278	eyes	14.98005
279	all	100
279	kindle	29.78098
280	all	100
280	reading	17.60525
280	kindle	29.78098
280	love	12.18216
281	all	100
281	love my kindle	78.12841
282	all	100
282	kindle	29.78098
282	read	13.50174
283	all	100
283	kindle	29.78098
284	all	100
284	reading	17.60525
284	tablet	14.53652
285	all	100
285	read	13.50174
286	all	100
287	all	100
287	kindle	29.78098
288	all	100
288	kindle	29.78098
289	all	100
289	tablet	14.53652
289	kindle	29.78098
290	all	100
290	kindle	30.35283
291	all	100
292	all	100
292	kindle	29.78098
293	all	100
294	all	100
294	kindle	29.78098
295	all	100
295	kindle	29.78098
296	all	100
296	kindle	29.78098
296	read	13.50174
297	all	100
297	kindle	29.78098
298	all	100
298	love my kindle	78.12841
299	all	100
299	kindle	29.78098
299	love	12.18216
300	all	100
300	kindle	29.78098
301	all	100
301	canadian	18.87074
301	kindle	29.78098
301	books	18.57191
302	all	100
302	read	13.50174
303	all	100
304	all	100
304	canadian	18.87074
304	library	13.2172
304	kindle	29.78098
304	read	13.50174
305	all	100
305	kindle	29.78098
306	all	100
306	reading	17.60525
307	all	100
308	all	100
308	kindle	29.78098
309	all	100
309	kindle	30.35283
310	all	100
310	reading	17.60525
310	kindle	29.78098
311	all	100
311	kindle	29.78098
312	all	100
312	tablet	14.53652
312	e	12.61017
313	all	100
314	all	100
314	kindle	29.78098
314	read	13.50174
314	eyes	14.98005
315	all	100
315	reading	17.60525
316	all	100
316	kindle	29.78098
317	all	100
318	all	100
319	all	100
319	library	13.2172
319	books	18.57191
320	all	100
321	all	100
321	kindle fire	41.72536
322	all	100
322	kindle unlimited	45.87574
323	all	100
323	new kindle	41.28142
324	all	100
324	print	15.18113
325	all	100
325	new kindle	41.28142
326	all	100
326	new kindle	41.28142
327	all	100
327	kindle unlimited	45.87574
327	books	26.39095
328	all	100
328	kindle	30.35283
329	all	100
329	kindle unlimited	45.87574
330	all	100
330	e reader	72.04245
330	download	19.48491
330	donation	18.87074
330	kindle	30.35283
330	ebook	18.30106
330	books	27.68858
330	kobo	31.47414
331	all	100
331	kindle unlimited	45.87574
331	books	27.68858
332	all	100
332	kindle	30.35283
333	all	100
333	new kindle	41.28142
334	all	100
334	kindle unlimited	45.87574
335	all	100
335	kindle	30.35283
336	all	100
336	kindle	30.35283
336	books	26.39095
337	all	100
337	download	19.48491
337	calibre	31.47414
337	kindle	30.35283
338	all	100
338	kindle	30.35283
339	all	100
339	kindle app	47.4685
340	all	100
340	kindle	30.35283
341	all	100
341	perfect	6.245816
341	screen	5.920102
341	kindle	30.35283
341	sleep	16.58353
341	phone	4.893825
341	read	12.61998
342	all	100
342	reader	18.08214
342	books	26.39095
343	all	100
343	e reader	72.04245
343	kindle	30.35283
343	kobo	31.47414
344	all	100
344	kindle	30.35283
345	all	100
345	e reader	72.04245
345	kindle	30.35283
345	books	26.39095
346	all	100
346	kindle	30.35283
347	all	100
347	kindle app	47.4685
348	all	100
348	kindle fire	41.72536
348	old kindle	45.87574
349	all	100
349	kindle app	47.4685
349	battery	11.65319
349	charge	16.00132
350	all	100
350	2018	18.56205
351	all	100
352	all	100
352	kindle	30.35283
353	all	100
353	new kindle	41.28142
354	all	100
355	all	100
356	all	100
356	canadian	23.3898
356	kindle	30.35283
357	all	100
358	all	100
359	all	100
360	all	100
360	kindle fire	41.72536
360	new kindle	41.28142
361	all	100
361	kindle unlimited	45.87574
362	all	100
363	all	100
363	old kindle	45.87574
363	new kindle	41.28142
363	books	26.39095
364	all	100
364	canadian	23.3898
364	library	21.79328
365	all	100
366	all	100
366	easy to use	115.2902
366	screen	17.50818
366	hold	15.55362
367	all	100
367	reading	19.92331
368	all	100
368	reading	19.92331
368	kindle	19.35736
369	all	100
370	all	100
370	hands	15.83855
371	all	100
371	kindle	19.35736
371	hold	15.55362
371	eyes	24.25443
372	all	100
372	reading	19.92331
372	kindle	19.35736
372	hands	15.83855
372	read	15.97223
372	hold	15.55362
373	all	100
373	read	15.97223
373	hold	15.55362
374	all	100
374	reading	19.92331
374	read	15.97223
374	hold	15.55362
374	book	17.50709
375	all	100
375	reading	19.92331
375	read	15.97223
376	all	100
376	kindle	19.35736
376	hands	15.83855
377	all	100
377	reading	19.92331
378	all	100
378	eyes	24.25443
379	all	100
379	reading	19.92331
379	hurt	18.24064
379	eyes	24.25443
380	all	100
380	hands	15.83855
380	book	17.50709
381	all	100
381	kindle	19.35736
382	all	100
383	all	100
383	also	6.993005
384	all	100
384	hurt	18.24064
384	eyes	24.25443
385	all	100
385	tired	16.92497
385	hurt	18.24064
385	eyes	24.25443
386	all	100
386	read	15.97223
386	book	17.50709
387	all	100
387	reading	19.92331
387	tired	16.92497
388	all	100
389	all	100
389	periods	15.59666
389	hold	15.55362
390	all	100
390	easy to hold	70.13335
390	reading	19.92331
391	all	100
391	easy to hold	70.13335
392	all	100
392	periods	15.59666
393	all	100
393	reading	19.92331
393	periods	15.59666
393	eyes	24.25443
394	all	100
394	reading	19.92331
394	tired	16.92497
394	eyes	24.25443
394	book	17.50709
395	all	100
395	read	15.97223
395	hold	15.55362
396	all	100
396	read	15.97223
397	all	100
397	read	15.97223
398	all	100
398	months	12.90906
399	all	100
399	kindle	15.00024
400	all	100
401	all	100
402	all	100
403	all	100
403	kindle	15.00024
403	years	15.14567
404	all	100
404	reader	14.54237
404	years	15.14567
405	all	100
405	months ago	52.93307
406	all	100
406	couple	11.55966
407	all	100
407	working	11.43043
408	all	100
408	months ago	52.93307
408	finally	11.05519
408	couple	11.55966
408	years	15.14567
409	all	100
410	all	100
410	kindle	15.00024
410	years	15.14567
411	all	100
411	years	15.14567
412	all	100
412	kindle	15.00024
412	years	15.14567
413	all	100
414	all	100
415	all	100
415	new one	55.157
415	years	15.14567
415	books	12.05048
416	all	100
416	working	11.43043
416	finally	11.05519
416	print	15.18113
417	all	100
418	all	100
418	years	15.14567
418	ago	14.37057
419	all	100
419	working	11.43043
419	couple	11.55966
420	all	100
420	reader	14.54237
421	all	100
422	all	100
422	working	11.43043
423	all	100
423	working	11.43043
424	all	100
424	years	15.14567
425	all	100
426	all	100
426	reader	14.54237
427	all	100
427	new one	55.157
427	years	15.14567
428	all	100
429	all	100
429	highlighting	18.87074
429	dictionary	20.48056
429	functions	12.59983
430	all	100
430	built in light	106.8231
431	all	100
431	features	17.26608
431	light	15.44628
432	all	100
433	all	100
433	features	17.26608
434	all	100
435	all	100
435	easy to use	66.21017
435	light	15.44628
436	all	100
436	reading	11.99782
436	light	15.44628
437	all	100
437	features	17.26608
438	all	100
438	highlighting	18.87074
438	dictionary	20.48056
438	features	17.26608
439	all	100
439	built in light	106.8231
440	all	100
440	features	17.26608
440	reading	11.99782
440	strain	13.94008
440	eye	11.08467
441	all	100
441	light	15.44628
442	all	100
442	features	17.26608
442	reader	11.73269
442	book	10.61771
443	all	100
443	built in light	128.5095
444	all	100
444	light	15.44628
445	all	100
445	light	15.44628
446	all	100
447	all	100
447	features	17.26608
447	reader	11.73269
448	all	100
448	features	17.26608
449	all	100
449	functions	12.59983
450	all	100
450	light	15.44628
451	all	100
451	features	17.26608
452	all	100
452	light	15.44628
453	all	100
453	light	15.44628
454	all	100
454	light	15.44628
455	all	100
455	light	15.44628
456	all	100
456	features	17.26608
456	book	10.61771
457	all	100
457	functions	12.59983
458	all	100
458	highlighting	18.87074
458	dictionary	20.48056
458	functions	12.59983
459	all	100
459	kindle store	51.61888
459	download	19.48491
459	books	27.68858
460	all	100
460	e reader	72.04245
460	download	19.48491
460	donation	18.87074
460	kindle	30.35283
460	ebook	18.30106
460	books	27.68858
460	kobo	31.47414
461	all	100
461	download	19.48491
461	books	27.68858
461	easy	15.53358
462	all	100
462	kindle unlimited	45.87574
462	books	27.68858
463	all	100
463	download	19.48491
463	calibre	31.47414
463	kindle	30.35283
464	all	100
465	all	100
465	calibre	31.47414
465	books	27.68858
466	all	100
466	kindle store	51.61888
466	books	27.68858
467	all	100
467	download	19.48491
467	library	21.79328
467	kindle	25.11716
467	books	27.68858
468	all	100
468	kindle app	47.4685
469	all	100
469	kindle	30.35283
470	all	100
470	kindle	25.11716
470	books	27.68858
471	all	100
471	download	19.48491
471	kindle	25.11716
472	all	100
472	download	19.48491
472	library	21.79328
472	kindle	25.11716
472	books	27.68858
473	all	100
473	kindle	30.35283
474	all	100
474	kindle	25.11716
475	all	100
475	kindle app	47.4685
476	all	100
476	books	27.68858
477	all	100
477	kindle app	47.4685
477	battery	11.65319
477	charge	16.00132
478	all	100
478	kindle store	51.61888
479	all	100
479	calibre	31.47414
479	epub	20.42216
480	all	100
480	kindle	25.11716
480	canada	16.01547
480	books	27.68858
481	all	100
482	all	100
482	download	19.48491
482	library	21.79328
482	books	27.68858
483	all	100
483	library	21.79328
483	canada	16.01547
483	books	27.68858
484	all	100
484	canadian	23.3898
484	library	21.79328
485	all	100
485	price	11.48328
486	all	100
486	price	11.48328
486	book	13.16037
486	e	10.17381
487	all	100
487	price	11.48328
488	all	100
488	reasonable	10.2149
488	price	11.48328
489	all	100
489	reasonable	10.2149
490	all	100
490	price	11.48328
491	all	100
491	worth	12.43547
491	money	9.961317
492	all	100
492	cost	8.461016
492	book	13.16037
493	all	100
494	all	100
494	price	11.48328
495	all	100
495	worth	12.43547
496	all	100
496	worth	12.43547
497	all	100
497	worth	12.43547
497	money	9.961317
498	all	100
498	price	11.48328
499	all	100
499	price	11.48328
499	give	7.780214
500	all	100
500	money	9.961317
500	book	13.16037
501	all	100
501	price	11.48328
502	all	100
502	cost	8.461016
503	all	100
503	price	11.48328
504	all	100
504	kindle	10.64312
504	price	11.48328
505	all	100
505	worth	12.43547
506	all	100
506	reader	11.73269
506	kindle	10.64312
506	worth	12.43547
506	price	11.48328
507	all	100
507	price	11.48328
508	all	100
508	price	11.48328
508	kobo	40.98424
509	all	100
509	reader	11.73269
509	price	11.48328
509	e	10.17381
510	all	100
510	money	9.961317
511	all	100
511	charges	12.03206
511	kindle	17.54899
511	charge	16.00132
512	all	100
512	charge	16.00132
512	weeks	17.07062
512	lasts	22.60803
513	all	100
513	charges	12.03206
514	all	100
514	charge	16.00132
514	plug	13.22312
514	book	10.61771
515	all	100
515	battery life	58.26548
515	charged	11.77211
516	all	100
516	kindle	17.54899
517	all	100
517	battery life	58.26548
517	charges	12.03206
518	all	100
518	charge	16.00132
519	all	100
519	charge	16.00132
519	weeks	17.07062
520	all	100
520	charge	16.00132
520	loses	13.4074
521	all	100
521	charge	16.00132
521	weeks	17.07062
522	all	100
522	charger	10.84164
522	plug	13.22312
522	also	5.641912
522	usb	10.59547
523	all	100
523	battery life	58.26548
523	backlight	16.82799
523	reading	14.91823
523	charge	16.00132
523	weeks	17.07062
523	book	10.61771
524	all	100
524	kindle app	47.4685
524	battery	11.65319
524	charge	16.00132
525	all	100
525	charger	10.84164
525	kindle	17.54899
525	charge	16.00132
525	plug	13.22312
526	all	100
526	long time	55.91626
526	charge	16.00132
527	all	100
527	charged	11.77211
528	all	100
528	charged	11.77211
529	all	100
529	battery	19.08386
530	all	100
530	charger	10.84164
530	kindle	17.54899
531	all	100
531	battery	19.08386
531	charge	16.00132
532	all	100
532	charge	16.00132
532	loses	13.4074
533	all	100
533	paper	17.8148
534	all	100
534	print	15.18113
535	all	100
535	ink	12.39192
536	all	100
536	paper white	48.53829
536	kindle	13.19187
537	all	100
537	light	9.770311
537	books	14.93625
538	all	100
538	weight	18.62952
538	print	15.18113
538	light	13.09054
538	read	11.54079
538	easy	5.23359
539	all	100
539	print	15.18113
539	light	9.770311
540	all	100
540	paper	17.8148
541	all	100
541	kindle	13.19187
541	print	15.18113
542	all	100
542	print	15.18113
542	books	14.93625
543	all	100
543	paper white	48.53829
543	reading	14.91823
543	e	14.3388
544	all	100
544	reading	18.88097
544	screen	17.50818
544	paper	17.8148
545	all	100
545	reading	14.91823
545	paper	17.8148
545	light	9.770311
546	all	100
546	paper	17.8148
546	books	14.93625
547	all	100
547	paper white	58.22002
547	kindle	18.51799
548	all	100
548	paper white	48.53829
548	reading	14.91823
549	all	100
549	screen	17.50818
549	ink	12.39192
549	e	14.3388
550	all	100
550	ink	12.39192
551	all	100
552	all	100
552	paper white	48.53829
552	became	11.76225
553	all	100
553	working	11.43043
553	finally	11.05519
553	print	15.18113
554	all	100
554	purse	23.47017
555	all	100
555	kindle	18.51799
556	all	100
556	paper white	58.22002
556	kindle	18.51799
557	all	100
557	paper	15.05946
558	all	100
558	paperwhite	13.86794
558	purse	14.91401
558	read	11.54079
559	all	100
559	cases	11.43059
559	hold	13.14788
560	all	100
560	reading	11.99782
560	kindle	18.51799
561	all	100
561	kindle	18.51799
561	purse	14.91401
561	read	11.54079
562	all	100
562	paper white	58.22002
563	all	100
564	all	100
564	paper	15.05946
565	all	100
565	reading	11.99782
565	paper	15.05946
565	books	14.93625
566	all	100
566	paper white	58.22002
566	kindle	18.51799
567	all	100
567	easy to hold	70.13335
568	all	100
568	automatically	10.76769
568	cases	11.43059
569	all	100
569	books	14.93625
570	all	100
570	kindle	18.51799
571	all	100
571	read	15.97223
571	hold	15.55362
572	all	100
572	paperwhite	13.86794
573	all	100
574	all	100
574	traveling	15.96335
575	all	100
575	travelling	20.33311
575	book	10.61771
576	all	100
576	travelling	20.33311
576	books	20.96665
577	all	100
577	travelling	20.33311
578	all	100
578	trips	14.96499
578	beach	12.35275
579	all	100
579	trips	14.96499
579	book	10.61771
580	all	100
580	traveling	15.96335
581	all	100
581	traveling	15.96335
582	all	100
582	travel	12.37584
583	all	100
583	hundreds	12.69481
583	travel	12.37584
583	books	20.96665
584	all	100
584	travel	12.37584
585	all	100
585	vacation	17.05993
585	books	16.98375
585	beach	15.31092
586	all	100
587	all	100
587	trips	14.96499
588	all	100
588	vacation	17.05993
588	books	16.98375
589	all	100
589	vacation	17.05993
589	kindle	10.64312
590	all	100
590	kindle	10.64312
590	made	8.409839
590	like	7.066489
591	all	100
591	cases	11.43059
591	hold	13.14788
592	all	100
592	last	7.310143
593	all	100
593	like	7.066489
594	all	100
594	leather	11.0203
594	cover	12.28923
594	like	7.066489
594	also	6.993005
595	all	100
595	last	7.310143
596	all	100
596	also	6.993005
597	all	100
597	cover	12.28923
597	made	8.409839
598	all	100
598	battery	19.08386
599	all	100
599	automatically	10.76769
599	cases	11.43059
600	all	100
600	kindle	10.64312
600	cover	12.28923
600	like	7.066489
601	all	100
602	all	100
602	paperwhite	13.86794
603	all	100
603	like	7.066489
604	all	100
604	made	8.409839
605	all	100
605	kindle	13.19187
605	bought	7.951621
605	gift	19.0791
606	all	100
606	gift	19.0791
607	all	100
607	gift	19.0791
608	all	100
608	christmas	12.72553
608	loves	8.763984
609	all	100
609	gift	19.0791
610	all	100
610	loves	8.763984
610	gift	19.0791
611	all	100
611	reader	11.73269
611	gift	19.0791
612	all	100
612	christmas	12.72553
